transaction_id,customer_id,transaction_amount,merchant_category,merchant_country,device_type,transaction_type,transaction_time,hour,distance_from_home,transactions_last_24h,merchant_risk_score,is_international,is_card_present,device_trust_score,account_balance,fraud_label
ea99aade-b700-4d08-ad88-67a03e9ec9c8,125af94e-56b5-483e-b0e5-d88b9ef30f92,3191.16,grocery,CA,pos,deposit,2025-06-26T16:22:51,16,2202.34,7,0.47,1,0,0.89,28745.8,0
1db5c75f-e0bc-408b-8ca9-95d2db63ea89,71e5c8c1-f59e-4d52-9b55-0ec91f13435e,4111.47,electronics,FR,web,purchase,2025-06-13T05:49:55,5,745.99,32,0.06,1,1,0.17,31509.34,1
f5d4c5b9-126c-48b3-88f5-b33572c8240a,8e179377-7b20-4865-9242-0d61f3386110,3033.56,gas,DE,mobile,purchase,2025-08-31T03:56:33,3,2942.63,34,0.3,0,1,0.44,45434.37,1
95ed5859-a82c-4e02-883f-9609e0ede552,514dacc6-60e4-4828-96f5-90e1ed57d8ea,3129.45,entertainment,DE,pos,purchase,2025-04-07T17:10:07,17,13.38,6,0.08,1,1,0.24,8773.3,1
44574f2f-eb91-4a41-a02a-3570940b4b52,fac06a07-8f9d-4eec-89da-7b2a44b1449d,1444.08,healthcare,GB,mobile,transfer,2025-08-09T09:48:09,9,3956.24,30,0.27,1,0,0.16,11747.85,1
e2a1d8cd-0882-40d0-935e-3583ac2e5382,1e07f2d7-9f27-4f73-9289-74a617cacb8b,4542.52,entertainment,NG,mobile,deposit,2026-03-28T13:30:38,13,4121.2,5,0.6,0,1,0.15,39652.17,0
d578c580-0af8-46d4-977e-4591730fac3a,ae08a47d-2c0d-4af1-b8f0-79da6bb563db,3500.17,gas,DE,mobile,purchase,2025-11-13T03:38:24,3,4447.11,33,0.6,1,1,0.59,21944.17,1
5a61f964-d992-40db-8034-8c64661d331f,4b53d337-a268-4cf3-8c10-0d73bddcc50b,4809.75,gas,BR,web,deposit,2026-03-16T15:34:11,15,2594.82,18,0.18,0,1,0.62,38179.14,0
792c41f6-ff6b-4841-8cc6-9dc602c69bb4,fc54a683-93e3-4ed2-ac5f-85ab62e70594,4845.43,entertainment,US,pos,deposit,2026-01-28T17:49:31,17,804.12,23,0.11,1,1,0.47,16120.81,1
c3de2bf5-9682-4215-a0a8-6e53e6cdc7b5,e079179b-99e8-4063-b00b-a8e8fb89cf79,2276.86,utilities,US,atm,deposit,2025-12-09T17:15:49,17,2572.98,17,0.41,1,0,0.39,48512.22,0
553e3f22-0d24-42ab-9c18-1abac83302c8,25656f36-1dce-4827-9a8a-d8fe807c987e,941.97,gas,CA,atm,deposit,2026-03-19T16:35:25,16,1017.79,40,0.76,1,0,0.78,31307.9,1
ee7aefdf-09a9-40f0-bb98-3464399d1d44,e4d91a94-46b5-4b4e-a6c3-7c468a20ac80,149.2,entertainment,BR,mobile,transfer,2025-05-18T21:18:59,21,1123.5,11,0.41,0,0,0.38,782.36,0
1dfe30e3-12e0-4ab3-b53f-c8a14c8b3325,57bb7941-d29c-4b54-9e6b-dc1fcc9f1c40,4663.6,utilities,DE,web,deposit,2025-09-17T19:01:26,19,2361.1,33,0.49,1,1,0.73,20832.97,1
b0d34497-77a5-49dd-95d8-0377b2558188,fa35240b-91ba-4fdd-8ed3-aa5c4e3e3dea,4609.73,grocery,BR,pos,withdrawal,2025-09-25T19:42:16,19,4671.24,5,0.42,0,1,0.35,39521.31,0
d8d3c516-b7bf-4435-ad48-f26992ce0003,f6252f87-457d-4868-aafa-0dad440ed03f,4326.98,restaurant,DE,web,deposit,2026-02-01T14:24:01,14,1886.05,35,0.77,1,1,0.54,16688.75,1
0f05b0bd-8bbf-4735-aeeb-a2fdd0cad84e,d7d8568b-b3c4-4b7b-8e66-b84c568c37db,4280.78,entertainment,IN,mobile,transfer,2026-03-15T00:20:50,0,1906.16,3,0.91,1,0,0.39,23701.51,1
450bec31-a388-4459-a278-e6a3b6844e7d,47096b39-0836-483c-a22a-9dcfb3d01b66,4349.15,electronics,IN,atm,withdrawal,2026-01-26T06:42:34,6,2049.89,7,0.73,1,0,0.57,22900.71,1
41671ee9-42c3-45ce-b7ef-aa7163c458db,dcd0431e-e0a2-4d91-9a8f-81e112201330,3118.18,entertainment,DE,mobile,purchase,2025-11-23T09:35:19,9,1900.05,6,0.86,1,1,0.87,42631.83,1
5ab67d5b-74f3-4dd3-88ca-5dfe06aab5b2,d1428ae5-2a40-480f-a073-3dd3accbf532,3157.65,entertainment,US,web,withdrawal,2025-11-03T13:59:26,13,3168.74,15,0.11,1,0,0.77,21755.18,1
856043c3-460d-46fa-8a64-3d9f1e4bc746,a7fb37d4-6bc2-440f-a49b-642c341d8cca,234.72,travel,FR,web,purchase,2026-02-18T06:41:19,6,2060.26,19,0.25,0,0,0.42,21591.27,0
69147782-6f6d-4401-aed2-91410424a1e4,40daf0be-9f3e-4e8d-8950-86cb9c5d0cb0,3100.45,grocery,GB,atm,withdrawal,2026-03-11T04:26:33,4,1269.89,32,0.47,0,1,0.92,7241.57,1
52161beb-6d93-476f-ae1f-1b57d7e31447,64ff53a7-d68b-4f40-9e8c-4c1a6997902b,373.94,restaurant,CA,atm,deposit,2025-12-26T02:09:11,2,2284.18,38,0.69,1,1,0.37,48105.25,1
7b83be78-d7b9-4a9d-8024-31f0054c2e69,4d0872c1-fec9-4ce7-85ce-0580f76b37e2,1189.84,gas,BR,mobile,purchase,2025-04-09T15:04:33,15,4150.19,37,0.03,1,1,0.37,34994.03,0
daa9f4cb-c38b-44ce-bad2-2c154f7a1688,3063a991-dcfd-4a56-adf7-ed4057c65ab8,4165.03,electronics,BR,mobile,withdrawal,2026-02-10T23:38:15,23,3104.46,15,0.64,1,0,0.65,17680.82,1
64ef6cfc-9432-47c1-98fb-8d5c62338f35,8eb5c1d0-e391-4d29-aab1-bcfde05d53e1,171.66,utilities,GB,pos,withdrawal,2025-10-07T07:54:15,7,878.2,9,0.75,1,0,0.18,14826.01,1
240b03b7-42c1-4bbd-a172-c3c24a439a09,f0b2caf1-4e01-4f1f-83c9-4bb5a3440941,1288.57,restaurant,CA,atm,withdrawal,2025-10-24T14:55:16,14,4814.47,19,0.12,1,0,0.77,17001.89,0
e0412c6a-c264-46d9-b94a-cc9896151e9f,61b3895d-5af2-4972-8704-251e44ba34d0,3954.46,retail,BR,mobile,transfer,2025-10-11T09:44:39,9,3361.7,17,0.68,0,1,0.58,22793.82,0
cc8113b0-7f57-4e2c-ad42-012c698ae082,868b2b0d-d4f2-4ba6-942c-82a5c67d8046,130.0,healthcare,US,mobile,transfer,2026-03-28T15:37:03,15,4546.94,40,0.83,1,1,0.3,3254.53,1
a4817b36-1118-400f-941a-c753559670d7,a0e0569e-1e6a-4bac-b794-83dbde3b729b,4731.58,utilities,FR,atm,transfer,2025-12-04T19:42:56,19,1943.23,32,0.54,1,1,0.2,11816.52,1
bdf1e28b-9cd4-4470-a00a-037e71a1c523,802206a9-1721-497d-ac66-e0c1cb59fd67,3276.33,entertainment,CA,web,withdrawal,2025-06-06T20:30:48,20,1852.65,40,0.04,1,1,0.47,47580.92,1
7208d013-35cf-4ae5-9ba6-2423f8b03974,034f09ac-5c44-43ef-a32f-b52a92b7d32e,4904.73,entertainment,US,mobile,transfer,2025-10-15T15:07:40,15,1379.41,35,0.07,1,0,0.91,32276.86,1
27e149d4-dcf5-4b85-b67f-33335b687fc1,64070a8b-7cb6-430e-8c44-1981c7270a0b,257.64,restaurant,GB,web,withdrawal,2025-04-10T11:24:04,11,4149.09,16,0.21,1,0,0.99,39370.21,0
b9ab66e2-c1cb-47a4-b5d5-83d0d32a707f,73d161c8-7fe6-48f6-b500-490b4a61fe57,3944.28,electronics,US,mobile,transfer,2025-07-28T09:01:10,9,1253.27,18,0.14,0,0,0.87,7319.93,0
19b44116-15ce-4c7c-ae20-9c07e388f00e,3159e3c4-0578-4135-acbe-9338fbefa4f9,1794.42,electronics,IN,atm,deposit,2025-06-26T13:34:39,13,3708.59,38,0.06,0,0,0.39,8794.89,0
d29ef9f8-25fb-4edb-abcd-73990b2a2ac2,b5b2a61d-b4e8-4f8a-a26c-adf75318cd91,2568.62,entertainment,BR,mobile,purchase,2025-11-18T10:47:18,10,3916.13,29,0.05,0,1,0.55,47276.24,0
8bd635de-b8a9-4459-85e9-d7e2ec5ddd46,55f08268-c864-42ad-8450-c8c7d0452c1d,4237.26,electronics,IN,web,withdrawal,2025-07-22T14:20:00,14,403.95,7,0.08,1,0,0.54,45494.07,0
d3559af8-5ea8-4c4d-8c4b-46367d9a2603,35b207e6-bde9-46ec-87ed-d54cb8c98e89,1907.62,healthcare,FR,atm,transfer,2026-03-10T07:08:40,7,572.07,30,0.8,1,0,0.55,21566.95,1
6a78870b-847c-4abc-8276-f2926de42979,431beb5a-bfbb-4b9c-8227-32442a2450b8,1697.96,travel,CA,atm,purchase,2025-04-19T07:04:53,7,3325.54,26,0.43,1,1,0.47,4844.78,0
079d4da3-2809-4f84-b883-67bc2fd050ef,9b0957d2-0559-475d-9b89-94befe400ada,4159.7,electronics,FR,atm,withdrawal,2025-04-18T16:32:47,16,2781.85,28,0.81,0,1,0.19,36965.92,1
57c4039f-2e75-4fe3-8b20-57e667eedb8d,15e35b6b-ecb5-4b46-9cb5-35a00ca7389e,4341.12,restaurant,IN,mobile,withdrawal,2025-10-02T14:34:30,14,1063.69,19,0.58,0,1,0.64,17647.14,0
c4ccdf3d-c49d-4ddf-a231-b8a3e8828792,720e9a40-3626-48b3-81ce-ddb4673fe384,578.85,gas,NG,mobile,transfer,2025-04-05T13:04:31,13,3837.16,37,0.57,1,0,0.3,21512.71,1
2aa10927-8473-4f59-91f0-9de149f1c676,2ca630ad-c06f-471f-ae99-930a8e787ae3,3514.98,travel,DE,mobile,purchase,2026-01-15T23:16:40,23,3286.72,22,0.15,1,0,0.42,9152.14,1
f6faba7b-fbcf-41ac-b3f8-6209905caf99,84c25e18-53f9-446b-a347-8b3312a7d1b6,1884.09,grocery,US,web,transfer,2025-08-12T00:22:15,0,4707.04,22,0.33,1,0,0.24,15650.7,1
608d5990-b76d-4795-8f59-3c6f784a069d,3b82ba6e-12e2-4668-8bf7-dd68f7a7808c,3371.47,retail,NG,atm,purchase,2025-05-18T16:47:29,16,1365.83,29,0.45,1,0,0.7,24334.52,1
a93178be-6914-4c5c-a387-3958216a0714,c85ddad8-5105-46ac-97ce-19cc4dcf9a7c,3392.7,restaurant,GB,pos,transfer,2025-10-20T11:28:04,11,2996.62,34,0.4,1,0,0.7,2366.33,1
5aa85eb1-3e8c-46ff-bf3e-3f6fb0b29fe9,4846bfe6-213f-42c5-ad11-a9cd6c1429da,3821.98,utilities,FR,pos,purchase,2025-11-17T17:02:07,17,645.93,21,0.44,1,0,0.21,24919.53,1
a28b4b34-07b6-44ce-981d-2790f1e1d821,f4a6717c-67c1-4bc0-9db5-a1622fafeed8,4309.51,healthcare,FR,pos,purchase,2026-01-28T18:10:01,18,2878.8,28,0.86,0,1,0.12,46066.01,1
2d72b1b6-632c-43fb-8ea7-5bf2871b0406,980027fa-bcd4-4c4d-8930-e550ed856dc0,109.18,healthcare,FR,mobile,transfer,2025-09-02T05:04:38,5,4598.85,11,0.83,1,0,0.82,30944.45,0
a54d7379-be25-4b1f-8b4a-3da1e6c4d7d8,5e55d84d-2813-4ae0-825f-d5b5dbfd5d15,2946.41,utilities,IN,mobile,transfer,2025-07-01T20:52:58,20,3895.59,26,0.23,0,0,0.88,37315.66,0
987163bc-362a-453d-94f4-0a60e521d620,1006606c-4c28-488e-ae4a-ed2a4608012f,1758.74,travel,BR,atm,deposit,2025-04-19T22:02:44,22,764.35,16,0.18,0,0,0.19,12872.81,0
ed2771ff-3a96-46ca-9cfc-9f133ba41d06,91e4b2a0-5492-470f-8be8-d9e46d35b361,3407.26,grocery,NG,pos,purchase,2025-06-18T13:35:43,13,1514.1,21,0.45,1,1,0.24,3507.48,1
7fd67fbd-812b-4c02-b87c-3bcd292d65c9,3cb45678-6034-4325-ae8c-c6ad5fee58ae,2311.4,utilities,US,atm,deposit,2025-06-07T22:12:51,22,4886.84,4,0.65,0,0,0.43,14425.14,0
d16446ee-55a1-4d76-a2ea-fcaa95d2e039,8981f9e5-9921-456a-9324-65147e25d599,2251.42,electronics,DE,web,purchase,2025-08-11T03:47:34,3,2252.62,21,0.96,0,1,0.64,25118.23,1
88187a43-e4ba-405b-affd-2204fa115bda,4d3b8c61-62b7-4ecc-b261-a056dd326655,3539.57,retail,CA,mobile,withdrawal,2026-01-03T12:20:37,12,1414.47,34,0.38,1,1,0.57,8021.44,1
56d25e63-8254-4a38-8df8-1f24890ab127,eee6a6e4-0f1e-4ecc-b482-2870bc884bfd,1651.81,retail,IN,mobile,transfer,2025-08-18T16:20:20,16,3013.5,19,0.96,1,0,0.33,42593.16,1
7203af1a-788f-4a3e-b8b9-6caa168d4108,ca13bb1c-de78-4688-ad1c-0cf2cd4bdc09,1554.61,travel,IN,mobile,deposit,2026-01-21T05:50:38,5,1883.4,9,0.32,1,1,0.64,46906.31,0
cdac5af3-ebb6-49f2-8918-14bc4a10ed6c,d9b7ed61-cd40-48ba-af9e-60d017de06f6,96.06,travel,CA,mobile,withdrawal,2025-09-24T04:18:40,4,960.03,12,0.77,1,0,0.96,17152.44,0
9e9396b8-0333-48b0-988a-4345e10eccf1,a0314333-0123-4fce-83d5-9bef75e2491d,2540.91,travel,FR,atm,purchase,2026-03-21T22:40:21,22,771.26,22,0.6,0,0,0.89,30939.77,0
0e66295c-a53d-4771-9e08-32b42f17acdd,24799354-b607-4b30-aa3e-afa8adff7928,1824.68,gas,IN,atm,transfer,2025-05-31T06:10:00,6,1170.01,29,0.79,0,0,0.65,37644.32,0
08fdfd96-c34c-459d-b634-f070b076f784,a8503af1-31a2-4ccd-a55d-e41f8ea658a6,3393.14,restaurant,US,web,withdrawal,2025-12-17T17:27:41,17,2093.3,30,0.51,1,0,0.79,38928.39,1
f6c4c462-68ac-4a87-8668-386b3690ffc9,3a6d15a8-8b37-46ef-b6c1-3bc09fb1679f,3207.69,travel,GB,pos,deposit,2025-05-29T15:47:56,15,623.39,36,0.52,1,0,0.94,35598.91,1
fc6ca9d5-c37f-49dd-884c-68bfc32163b2,baf92e40-863a-4c90-a680-193c2c9703ee,4156.08,utilities,FR,pos,transfer,2025-11-05T07:08:49,7,2074.48,15,0.93,0,1,0.84,44243.03,1
2326f65d-082d-4385-be1d-c774ac894bec,f57dadf2-38d8-4971-ad41-2d3128ed132f,4972.65,travel,BR,mobile,withdrawal,2025-07-26T03:07:10,3,3249.8,15,0.84,1,0,0.13,46548.21,1
833ae253-681a-49c7-a1e9-4b09760186b1,f2401161-14a4-4c59-9330-bf1aca6dc89c,3481.88,utilities,NG,atm,purchase,2026-02-16T04:57:43,4,1279.62,31,0.09,0,0,0.5,362.03,1
